id,PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,REB_PCT,TS_PCT,USG_PCT,PIE,POSS,FGM_PG,FGA_PG,FG_PCT,SEASON
cari_levert_tot_22,Caris LeVert,TOT,27.0,58,0.397,30.7,112.7,114.5,-1.8,0.219,2.3,0.06,0.525,0.252,0.098,3634,6.5,14.7,0.444,2021-22
cari_levert_cle_23,Caris LeVert,CLE,28.0,74,0.608,30.2,113.0,108.5,4.5,0.182,2.47,0.065,0.546,0.183,0.089,4543,4.3,10.0,0.431,2022-23
cari_levert_cle_24,Caris LeVert,CLE,29.0,68,0.559,28.8,113.9,111.2,2.8,0.258,2.96,0.071,0.524,0.224,0.107,4071,5.1,12.1,0.421,2023-24
cari_levert_tot_25,Caris LeVert,TOT,30.0,64,0.719,24.9,120.5,113.4,7.2,0.178,2.83,0.062,0.582,0.191,0.094,3437,4.4,9.4,0.467,2024-25
cari_levert_det_26,Caris LeVert,DET,31.0,60,0.733,19.2,108.6,107.7,0.8,0.202,1.94,0.047,0.518,0.178,0.081,2419,2.7,6.5,0.417,2025-26
carm_anthony_nyk_17,Carmelo Anthony,NYK,33.0,74,0.392,34.3,107.8,112.7,-4.8,0.141,1.39,0.082,0.535,0.286,0.118,5138,8.1,18.8,0.433,2016-17
carm_anthony_okc_18,Carmelo Anthony,OKC,34.0,78,0.59,32.1,111.6,106.4,5.2,0.061,1.04,0.088,0.503,0.223,0.086,5165,6.1,15.0,0.404,2017-18
carm_anthony_hou_19,Carmelo Anthony,HOU,35.0,10,0.4,29.4,102.3,112.2,-9.9,0.028,0.63,0.088,0.513,0.199,0.074,611,4.9,12.1,0.405,2018-19
carm_anthony_por_20,Carmelo Anthony,POR,36.0,58,0.483,32.8,113.6,113.0,0.6,0.063,0.85,0.092,0.525,0.214,0.078,3982,5.8,13.5,0.43,2019-20
carm_anthony_por_21,Carmelo Anthony,POR,37.0,69,0.565,24.5,115.1,115.8,-0.6,0.097,1.7,0.06,0.547,0.228,0.088,3493,4.7,11.3,0.421,2020-21
carm_anthony_lal_22,Carmelo Anthony,LAL,38.0,69,0.391,26.0,108.7,111.7,-2.9,0.056,1.15,0.076,0.579,0.195,0.089,3862,4.6,10.5,0.441,2021-22
cars_edwards_det_22,Carsen Edwards,DET,24.0,4,0.25,19.8,108.5,114.4,-5.9,0.25,2.8,0.033,0.378,0.179,0.042,165,2.3,7.5,0.3,2021-22
cart_bryant_sas_26,Carter Bryant,SAS,20.0,71,0.789,11.5,109.1,108.4,0.8,0.08,1.42,0.1,0.526,0.158,0.071,1731,1.5,3.7,0.408,2025-26
caso_wallace_okc_24,Cason Wallace,OKC,20.0,82,0.695,20.6,113.9,110.0,3.9,0.092,2.67,0.056,0.612,0.127,0.071,3574,2.6,5.4,0.491,2023-24
caso_wallace_okc_25,Cason Wallace,OKC,21.0,68,0.809,27.6,117.2,107.1,10.1,0.117,2.93,0.057,0.562,0.124,0.075,3967,3.4,7.2,0.474,2024-25
caso_wallace_okc_26,Cason Wallace,OKC,22.0,77,0.792,26.6,116.2,103.8,12.4,0.127,2.74,0.056,0.538,0.141,0.076,4335,3.3,7.6,0.432,2025-26
cass_stanley_det_22,Cassius Stanley,DET,22.0,9,0.333,17.2,100.9,105.2,-4.3,0.043,0.67,0.055,0.516,0.148,0.056,327,2.1,5.1,0.413,2021-22
cedi_osman_cle_18,Cedi Osman,CLE,23.0,61,0.574,11.0,111.8,107.9,3.9,0.084,1.28,0.089,0.577,0.151,0.067,1394,1.5,3.0,0.484,2017-18
cedi_osman_cle_19,Cedi Osman,CLE,24.0,76,0.224,32.2,106.0,118.8,-12.8,0.12,1.71,0.073,0.536,0.182,0.075,4992,4.7,11.1,0.427,2018-19
cedi_osman_cle_20,Cedi Osman,CLE,25.0,65,0.292,29.4,106.3,115.2,-9.0,0.115,1.69,0.06,0.552,0.162,0.065,3996,4.1,9.4,0.437,2019-20
cedi_osman_cle_21,Cedi Osman,CLE,26.0,59,0.288,25.6,103.3,114.2,-11.0,0.173,2.18,0.067,0.488,0.198,0.073,3124,3.7,9.9,0.374,2020-21
cedi_osman_cle_22,Cedi Osman,CLE,27.0,66,0.561,22.1,107.5,109.2,-1.8,0.144,2.01,0.049,0.563,0.206,0.081,3028,3.7,8.7,0.432,2021-22
cedi_osman_cle_23,Cedi Osman,CLE,28.0,77,0.623,20.1,115.4,108.0,7.5,0.107,2.21,0.059,0.579,0.178,0.082,3144,3.1,6.9,0.451,2022-23
cedi_osman_sas_24,Cedi Osman,SAS,29.0,72,0.236,17.6,106.0,119.2,-13.2,0.131,2.53,0.068,0.601,0.146,0.077,2761,2.6,5.3,0.479,2023-24
cedr_coward_mem_26,Cedric Coward,MEM,22.0,62,0.323,25.8,113.8,113.5,0.3,0.154,1.63,0.106,0.585,0.207,0.11,3478,4.9,10.5,0.471,2025-26
chan_comanche_por_23,Chance Comanche,POR,27.0,1,0.0,20.8,95.6,163.6,-68.1,0.0,0.0,0.075,0.518,0.14,0.039,45,3.0,5.0,0.6,2022-23
chan_hutchison_chi_19,Chandler Hutchison,CHI,23.0,44,0.227,20.3,101.9,107.6,-5.6,0.055,1.36,0.1,0.507,0.121,0.073,1871,2.2,4.8,0.459,2018-19
chan_hutchison_chi_20,Chandler Hutchison,CHI,24.0,28,0.286,18.8,97.0,108.9,-11.9,0.077,0.96,0.101,0.521,0.183,0.086,1151,2.9,6.3,0.457,2019-20
chan_hutchison_tot_21,Chandler Hutchison,TOT,25.0,25,0.44,13.8,106.8,112.0,-5.2,0.061,0.85,0.106,0.469,0.155,0.061,766,1.6,4.1,0.379,2020-21
chan_parsons_mem_17,Chandler Parsons,MEM,28.0,34,0.529,19.8,103.5,108.1,-4.5,0.122,2.29,0.067,0.436,0.181,0.056,1328,2.2,6.5,0.338,2016-17
chan_parsons_mem_18,Chandler Parsons,MEM,29.0,36,0.333,19.2,105.7,111.7,-6.0,0.158,1.97,0.068,0.578,0.18,0.092,1406,3.0,6.5,0.462,2017-18
chan_parsons_mem_19,Chandler Parsons,MEM,30.0,25,0.44,19.8,101.6,107.0,-5.4,0.143,1.34,0.066,0.484,0.192,0.069,1035,2.7,7.3,0.374,2018-19
chan_parsons_atl_20,Chandler Parsons,ATL,31.0,5,0.0,10.8,85.7,114.7,-29.0,0.1,1.0,0.06,0.389,0.15,0.038,126,1.0,3.6,0.278,2019-20
chan_johnson_brk_26,Chaney Johnson,BKN,23.0,17,0.235,20.4,107.0,116.0,-9.0,0.165,1.8,0.12,0.635,0.16,0.099,728,3.0,5.5,0.543,2025-26
chan_frye_cle_17,Channing Frye,CLE,34.0,74,0.595,18.9,110.5,109.3,1.2,0.05,0.85,0.103,0.612,0.193,0.101,2860,3.2,7.0,0.458,2016-17
chan_frye_tot_18,Channing Frye,TOT,35.0,53,0.528,13.1,111.9,103.7,8.2,0.077,1.81,0.097,0.599,0.151,0.092,1451,2.0,4.0,0.491,2017-18
char_bassey_sas_23,Charles Bassey,SAS,22.0,35,0.257,14.5,109.1,111.5,-2.4,0.131,1.17,0.185,0.658,0.152,0.121,1090,2.5,3.9,0.644,2022-23
char_bassey_sas_24,Charles Bassey,SAS,23.0,19,0.158,10.8,105.1,116.7,-11.6,0.136,1.4,0.178,0.739,0.11,0.116,455,1.5,2.1,0.725,2023-24
char_bassey_sas_25,Charles Bassey,SAS,24.0,36,0.389,10.4,101.6,117.5,-15.9,0.072,0.74,0.185,0.597,0.164,0.113,826,1.9,3.3,0.581,2024-25
char_bassey_tot_26,Charles Bassey,TOT,25.0,13,0.308,11.7,107.2,120.1,-13.0,0.078,1.17,0.184,0.681,0.161,0.136,321,2.4,3.6,0.66,2025-26
char_brown_okc_21,Charlie Brown Jr.,OKC,24.0,9,0.111,16.9,100.3,113.0,-12.7,0.08,1.5,0.051,0.422,0.14,0.021,330,1.4,4.8,0.302,2020-21
chas_randle_tot_17,Chasson Randle,TOT,24.0,26,0.308,11.5,107.2,106.4,0.8,0.173,1.79,0.053,0.586,0.193,0.084,613,1.5,3.8,0.408,2016-17
chas_randle_was_19,Chasson Randle,WAS,26.0,49,0.388,15.2,104.8,110.6,-5.8,0.182,2.26,0.036,0.555,0.16,0.053,1603,1.9,4.4,0.419,2018-19
chas_randle_gsw_20,Chasson Randle,GSW,27.0,3,0.667,13.5,110.3,112.4,-2.0,0.161,0.0,0.027,0.377,0.08,0.034,87,0.0,1.3,0.0,2019-20
chas_randle_orl_21,Chasson Randle,ORL,28.0,41,0.244,20.4,97.7,112.7,-15.0,0.143,1.61,0.045,0.515,0.154,0.054,1759,2.2,5.8,0.388,2020-21
chau_brown_tot_22,Chaundee Brown Jr.,TOT,23.0,5,0.2,20.7,104.1,112.8,-8.7,0.056,4.0,0.071,0.447,0.146,0.049,218,2.0,6.4,0.313,2021-22
chei_diallo_nop_17,Cheick Diallo,NOP,20.0,17,0.529,11.7,99.8,111.9,-12.1,0.031,0.57,0.176,0.51,0.198,0.113,419,2.1,4.5,0.474,2016-17
chei_diallo_nop_18,Cheick Diallo,NOP,21.0,52,0.558,11.2,102.7,110.0,-7.4,0.048,0.68,0.173,0.619,0.168,0.118,1241,2.0,3.4,0.58,2017-18
chei_diallo_nop_19,Cheick Diallo,NOP,22.0,64,0.422,14.0,105.3,110.0,-4.7,0.051,0.67,0.171,0.644,0.155,0.121,2003,2.6,4.2,0.62,2018-19
chei_diallo_pho_20,Cheick Diallo,PHX,23.0,47,0.426,10.2,103.9,107.7,-3.8,0.076,0.69,0.136,0.688,0.169,0.123,1014,2.0,3.0,0.648,2019-20
chei_diallo_det_22,Cheick Diallo,DET,25.0,3,0.0,10.2,82.2,132.9,-50.7,0.0,0.0,0.176,0.517,0.145,0.075,73,1.0,2.7,0.375,2021-22
chet_holmgren_okc_24,Chet Holmgren,OKC,22.0,82,0.695,29.4,118.2,109.2,9.0,0.112,1.53,0.132,0.632,0.21,0.133,5150,6.2,11.6,0.53,2023-24
chet_holmgren_okc_25,Chet Holmgren,OKC,23.0,32,0.813,27.4,121.7,105.6,16.1,0.091,1.13,0.136,0.599,0.214,0.122,1891,5.2,10.7,0.49,2024-25
chet_holmgren_okc_26,Chet Holmgren,OKC,24.0,69,0.812,28.9,118.4,102.3,16.1,0.082,1.07,0.149,0.653,0.214,0.154,4207,6.3,11.3,0.557,2025-26
chim_metu_sac_21,Chimezie Metu,SAC,24.0,36,0.389,13.6,108.7,116.4,-7.8,0.08,0.97,0.118,0.571,0.194,0.083,1063,2.5,5.0,0.508,2020-21
chim_metu_sac_22,Chimezie Metu,SAC,25.0,60,0.383,21.3,106.1,111.8,-5.7,0.071,0.98,0.129,0.546,0.184,0.104,2704,3.4,7.5,0.452,2021-22
chim_metu_sac_23,Chimezie Metu,SAC,26.0,66,0.621,10.4,113.9,107.3,6.7,0.08,1.25,0.139,0.639,0.168,0.117,1516,2.0,3.3,0.589,2022-23
chim_metu_tot_24,Chimezie Metu,TOT,27.0,51,0.471,16.8,105.5,112.0,-6.6,0.08,0.88,0.115,0.61,0.162,0.1,1798,2.4,4.8,0.504,2023-24
chin_onuaku_hou_17,Chinanu Onuaku,HOU,20.0,5,0.4,10.3,95.6,136.6,-41.0,0.086,0.75,0.103,0.799,0.105,0.072,113,1.0,1.4,0.714,2016-17
chin_onuaku_hou_18,Chinanu Onuaku,HOU,21.0,1,0.0,21.6,80.0,97.6,-17.6,0.1,0.33,0.091,0.4,0.182,-0.033,40,2.0,5.0,0.4,2017-18
chri_boucher_tor_20,Chris Boucher,TOR,27.0,62,0.726,13.2,109.4,103.8,5.7,0.049,0.93,0.154,0.587,0.185,0.128,1750,2.3,4.8,0.472,2019-20
chri_boucher_tor_21,Chris Boucher,TOR,28.0,60,0.417,24.2,114.4,110.7,3.8,0.068,1.37,0.135,0.634,0.202,0.132,3020,4.8,9.3,0.514,2020-21
chri_boucher_tor_22,Chris Boucher,TOR,29.0,80,0.6,21.1,111.0,105.7,5.3,0.022,0.6,0.137,0.57,0.172,0.111,3440,3.4,7.2,0.464,2021-22
chri_boucher_tor_23,Chris Boucher,TOR,30.0,76,0.513,20.0,110.4,111.6,-1.3,0.029,0.71,0.138,0.59,0.175,0.112,3136,3.4,7.0,0.493,2022-23
chri_boucher_tor_24,Chris Boucher,TOR,31.0,50,0.32,14.1,116.0,113.6,2.4,0.044,0.82,0.142,0.625,0.167,0.106,1456,2.2,4.3,0.507,2023-24
chri_boucher_tor_25,Chris Boucher,TOR,32.0,50,0.36,17.2,113.3,113.5,-0.2,0.057,1.14,0.125,0.615,0.208,0.126,1787,3.6,7.4,0.492,2024-25
chri_boucher_bos_26,Chris Boucher,BOS,33.0,9,0.444,10.5,114.3,109.9,4.4,0.042,3.0,0.086,0.392,0.128,0.04,189,0.9,2.8,0.32,2025-26
chri_chiozza_tot_20,Chris Chiozza,TOT,24.0,28,0.5,14.3,107.8,98.5,9.3,0.295,2.59,0.059,0.499,0.175,0.095,884,2.0,5.0,0.393,2019-20
chri_chiozza_brk_21,Chris Chiozza,BKN,25.0,22,0.545,10.6,105.9,102.9,3.0,0.382,4.06,0.049,0.461,0.2,0.093,493,1.4,4.0,0.352,2020-21
chri_chiozza_gsw_22,Chris Chiozza,GSW,26.0,34,0.618,10.9,100.4,108.3,-7.9,0.264,2.03,0.048,0.407,0.132,0.039,759,0.7,2.4,0.296,2021-22
chri_duarte_ind_22,Chris Duarte,IND,25.0,55,0.382,28.0,107.6,109.7,-2.0,0.11,1.27,0.071,0.537,0.207,0.089,3193,4.9,11.3,0.432,2021-22
chri_duarte_ind_23,Chris Duarte,IND,26.0,46,0.413,19.5,109.4,115.6,-6.2,0.101,1.56,0.061,0.496,0.181,0.061,1920,2.7,7.2,0.369,2022-23
chri_duarte_sac_24,Chris Duarte,SAC,27.0,59,0.593,12.2,110.4,113.5,-3.1,0.082,1.69,0.072,0.512,0.146,0.052,1487,1.4,3.6,0.381,2023-24
chri_paul_lac_17,Chris Paul,LAC,32.0,61,0.705,31.5,117.3,102.8,14.4,0.444,3.83,0.08,0.614,0.239,0.182,3889,6.1,12.9,0.476,2016-17
chri_paul_hou_18,Chris Paul,HOU,33.0,58,0.862,31.8,116.6,103.3,13.2,0.389,3.57,0.086,0.604,0.241,0.166,3792,6.3,13.8,0.46,2017-18
chri_paul_hou_19,Chris Paul,HOU,34.0,58,0.672,32.0,112.4,104.2,8.3,0.382,3.11,0.07,0.56,0.22,0.138,3873,5.2,12.4,0.419,2018-19
chri_paul_okc_20,Chris Paul,OKC,35.0,70,0.629,31.5,114.0,107.1,6.9,0.324,2.93,0.08,0.61,0.228,0.153,4624,6.2,12.7,0.489,2019-20
chri_paul_pho_21,Chris Paul,PHX,36.0,70,0.7,31.4,115.3,108.8,6.5,0.405,3.99,0.073,0.599,0.221,0.15,4539,6.3,12.6,0.499,2020-21
chri_paul_pho_22,Chris Paul,PHX,37.0,65,0.815,32.9,115.6,105.5,10.0,0.434,4.59,0.064,0.581,0.197,0.15,4466,5.6,11.3,0.493,2021-22
chri_paul_pho_23,Chris Paul,PHX,38.0,59,0.559,32.0,114.9,112.5,2.3,0.389,4.6,0.066,0.555,0.195,0.133,3844,5.0,11.3,0.44,2022-23
chri_paul_gsw_24,Chris Paul,GSW,39.0,58,0.569,26.4,113.7,111.0,2.8,0.342,5.17,0.07,0.544,0.154,0.116,3189,3.6,8.1,0.441,2023-24
chri_paul_sas_25,Chris Paul,SAS,40.0,82,0.415,28.0,114.2,115.0,-0.8,0.342,4.69,0.062,0.58,0.137,0.102,4817,3.0,7.1,0.427,2024-25
chri_paul_lac_26,Chris Paul,LAC,41.0,16,0.25,14.2,99.4,116.6,-17.3,0.351,3.31,0.062,0.413,0.135,0.064,466,1.1,3.5,0.321,2025-26
chri_braun_den_23,Christian Braun,DEN,22.0,76,0.645,15.5,107.0,111.3,-4.3,0.07,1.69,0.078,0.568,0.127,0.067,2454,1.9,3.8,0.495,2022-23
chri_braun_den_24,Christian Braun,DEN,23.0,82,0.695,20.2,110.0,109.3,0.7,0.109,2.4,0.087,0.554,0.152,0.084,3394,2.7,5.9,0.46,2023-24
chri_braun_den_25,Christian Braun,DEN,24.0,79,0.608,33.9,122.7,114.5,8.2,0.096,2.53,0.077,0.665,0.155,0.096,5639,6.0,10.4,0.58,2024-25
chri_braun_den_26,Christian Braun,DEN,25.0,44,0.659,31.8,124.2,114.1,10.1,0.108,2.79,0.075,0.607,0.142,0.076,2952,4.6,8.8,0.519,2025-26
chri_koloko_tor_23,Christian Koloko,TOR,23.0,58,0.5,13.8,112.7,103.7,9.0,0.05,1.55,0.101,0.517,0.1,0.046,1682,1.2,2.6,0.48,2022-23
chri_koloko_tot_26,Christian Koloko,TOT,25.0,27,0.593,13.2,106.9,108.2,-1.3,0.064,1.13,0.103,0.453,0.109,0.046,778,1.1,2.7,0.419,2025-26
chri_wood_tot_19,Christian Wood,TOT,23.0,21,0.619,11.9,100.9,110.3,-9.4,0.051,0.47,0.147,0.607,0.247,0.146,565,2.9,5.6,0.521,2018-19
chri_wood_det_20,Christian Wood,DET,24.0,62,0.323,21.4,110.8,108.8,2.0,0.074,0.71,0.147,0.659,0.223,0.153,2753,4.6,8.2,0.567,2019-20
chri_wood_hou_21,Christian Wood,HOU,25.0,41,0.293,32.3,108.8,112.6,-3.8,0.089,0.89,0.142,0.591,0.255,0.139,2829,8.0,15.6,0.514,2020-21
chri_wood_hou_22,Christian Wood,HOU,26.0,68,0.279,30.8,106.6,115.7,-9.1,0.124,1.23,0.158,0.595,0.233,0.142,4443,6.5,12.9,0.501,2021-22
chri_wood_dal_23,Christian Wood,DAL,27.0,67,0.493,25.9,115.4,116.7,-1.3,0.119,1.0,0.147,0.624,0.259,0.144,3519,5.9,11.5,0.515,2022-23
chri_wood_lal_24,Christian Wood,LAL,28.0,50,0.56,17.4,109.9,109.9,0.0,0.079,0.98,0.144,0.568,0.173,0.101,1849,2.5,5.3,0.466,2023-24
chum_okeke_orl_21,Chuma Okeke,ORL,22.0,45,0.333,25.2,102.6,109.8,-7.2,0.132,2.66,0.074,0.511,0.142,0.084,2374,3.0,7.2,0.417,2020-21
chum_okeke_orl_22,Chuma Okeke,ORL,23.0,70,0.3,25.0,100.3,109.1,-8.8,0.104,2.07,0.092,0.501,0.159,0.093,3709,3.1,8.2,0.376,2021-22
chum_okeke_orl_23,Chuma Okeke,ORL,24.0,27,0.296,19.2,105.7,116.5,-10.8,0.101,2.18,0.09,0.488,0.121,0.063,1082,1.6,4.5,0.352,2022-23
chum_okeke_tot_25,Chuma Okeke,TOT,26.0,9,0.222,21.9,115.8,122.1,-6.3,0.101,5.0,0.118,0.641,0.093,0.089,405,2.2,4.4,0.5,2024-25
clin_capela_hou_17,Clint Capela,HOU,23.0,65,0.677,23.9,114.9,107.5,7.4,0.066,0.72,0.167,0.638,0.199,0.13,3220,5.6,8.7,0.643,2016-17
clin_capela_hou_18,Clint Capela,HOU,24.0,74,0.838,27.5,114.2,104.9,9.3,0.055,0.66,0.198,0.65,0.19,0.155,4151,6.0,9.1,0.652,2017-18
clin_capela_hou_19,Clint Capela,HOU,25.0,67,0.657,33.6,114.0,108.7,5.4,0.07,1.02,0.185,0.658,0.18,0.156,4594,7.1,10.9,0.648,2018-19
clin_capela_atl_20,Clint Capela,ATL,26.0,39,0.564,32.8,110.0,107.4,2.5,0.056,0.76,0.191,0.626,0.156,0.143,2784,6.3,9.9,0.629,2019-20
clin_capela_atl_21,Clint Capela,ATL,27.0,63,0.54,30.1,114.8,108.2,6.6,0.039,0.67,0.23,0.601,0.193,0.158,3927,6.6,11.0,0.594,2020-21
clin_capela_atl_22,Clint Capela,ATL,28.0,74,0.541,27.6,116.6,113.3,3.3,0.062,2.09,0.208,0.604,0.149,0.133,4257,5.0,8.2,0.613,2021-22
clin_capela_atl_23,Clint Capela,ATL,29.0,65,0.538,26.6,115.3,116.4,-1.1,0.045,1.07,0.203,0.656,0.151,0.135,3716,5.4,8.2,0.653,2022-23
clin_capela_atl_24,Clint Capela,ATL,30.0,73,0.452,25.8,115.5,115.6,-0.1,0.067,1.23,0.192,0.59,0.167,0.121,3987,4.8,8.5,0.571,2023-24
clin_capela_atl_25,Clint Capela,ATL,31.0,55,0.491,21.4,108.7,111.5,-2.7,0.073,1.32,0.183,0.564,0.16,0.117,2575,4.0,7.1,0.559,2024-25
clin_capela_hou_26,Clint Capela,HOU,32.0,75,0.627,12.3,113.1,105.1,8.0,0.072,1.22,0.169,0.54,0.133,0.11,1906,1.6,3.0,0.52,2025-26
coby_white_chi_20,Coby White,CHI,20.0,65,0.338,25.8,104.4,108.8,-4.4,0.162,1.61,0.067,0.506,0.235,0.087,3573,4.8,12.2,0.394,2019-20
coby_white_chi_21,Coby White,CHI,21.0,69,0.435,31.2,108.6,111.3,-2.7,0.218,2.1,0.065,0.54,0.219,0.088,4572,5.4,13.1,0.416,2020-21
coby_white_chi_22,Coby White,CHI,22.0,61,0.525,27.5,112.3,113.6,-1.2,0.147,2.51,0.055,0.564,0.195,0.08,3476,4.6,10.6,0.433,2021-22
coby_white_chi_23,Coby White,CHI,23.0,74,0.5,23.4,114.0,110.1,4.0,0.159,2.76,0.061,0.572,0.17,0.088,3640,3.6,8.0,0.443,2022-23
coby_white_chi_24,Coby White,CHI,24.0,79,0.468,36.5,115.0,115.8,-0.7,0.204,2.44,0.062,0.57,0.224,0.099,5857,6.8,15.3,0.447,2023-24
coby_white_chi_25,Coby White,CHI,25.0,74,0.473,33.1,111.5,113.9,-2.5,0.197,1.86,0.053,0.601,0.237,0.103,5375,6.9,15.1,0.453,2024-25
coby_white_tot_26,Coby White,TOT,26.0,50,0.58,25.0,117.2,114.0,3.2,0.242,1.56,0.064,0.595,0.283,0.112,2652,5.6,12.5,0.446,2025-26
cody_martin_cho_20,Cody Martin,CHA,24.0,48,0.333,18.8,104.5,107.7,-3.2,0.154,2.16,0.086,0.505,0.131,0.076,1853,1.9,4.3,0.43,2019-20
cody_martin_cho_21,Cody Martin,CHA,25.0,52,0.5,16.3,109.1,108.1,1.0,0.138,2.15,0.092,0.5,0.123,0.073,1762,1.6,3.6,0.441,2020-21
cody_martin_cho_22,Cody Martin,CHA,26.0,71,0.577,26.3,113.1,113.0,0.1,0.124,2.93,0.075,0.579,0.12,0.08,3895,2.9,6.0,0.482,2021-22
cody_martin_cho_23,Cody Martin,CHA,27.0,7,0.286,19.1,107.6,117.3,-9.7,0.111,5.5,0.083,0.448,0.121,0.052,291,2.0,5.1,0.389,2022-23
cody_martin_cho_24,Cody Martin,CHA,28.0,28,0.25,26.9,106.5,117.0,-10.5,0.192,2.36,0.072,0.46,0.157,0.066,1540,2.9,7.7,0.381,2023-24
cody_martin_tot_25,Cody Martin,TOT,29.0,53,0.302,22.1,108.1,111.3,-3.2,0.128,2.06,0.088,0.509,0.142,0.08,2462,2.6,6.1,0.418,2024-25
cody_martin_ind_26,Cody Martin,IND,30.0,4,0.0,13.8,79.0,99.2,-20.2,0.065,0.5,0.094,0.277,0.119,0.045,119,0.5,2.5,0.2,2025-26
cody_williams_uta_25,Cody Williams,UTA,20.0,50,0.18,21.2,103.0,118.5,-15.5,0.078,1.34,0.049,0.419,0.122,0.021,2284,1.7,5.1,0.323,2024-25
cody_williams_uta_26,Cody Williams,UTA,21.0,67,0.239,24.3,110.9,121.4,-10.6,0.111,1.88,0.059,0.524,0.159,0.057,3561,3.6,7.6,0.468,2025-26
cody_zeller_cho_17,Cody Zeller,CHA,24.0,62,0.532,27.8,110.0,104.1,6.0,0.087,1.52,0.116,0.604,0.153,0.096,3463,4.1,7.1,0.571,2016-17
cody_zeller_cho_18,Cody Zeller,CHA,25.0,33,0.424,19.0,106.8,104.7,2.1,0.075,0.94,0.138,0.602,0.152,0.096,1302,2.6,4.7,0.545,2017-18
cody_zeller_cho_19,Cody Zeller,CHA,26.0,49,0.449,25.4,112.3,110.9,1.4,0.114,1.65,0.127,0.611,0.159,0.101,2609,3.9,7.0,0.551,2018-19
cody_zeller_cho_20,Cody Zeller,CHA,27.0,58,0.31,23.1,105.3,113.6,-8.3,0.111,1.17,0.151,0.576,0.201,0.114,2725,4.3,8.3,0.524,2019-20
cody_zeller_cho_21,Cody Zeller,CHA,28.0,48,0.438,20.9,112.3,110.3,2.0,0.125,1.69,0.161,0.599,0.177,0.114,2113,3.8,6.8,0.559,2020-21
cody_zeller_por_22,Cody Zeller,POR,29.0,27,0.481,13.1,108.8,110.9,-2.1,0.087,1.16,0.168,0.627,0.153,0.103,742,1.9,3.3,0.567,2021-22
cody_zeller_mia_23,Cody Zeller,MIA,30.0,15,0.4,14.4,108.8,119.0,-10.3,0.077,0.71,0.157,0.659,0.175,0.093,445,2.5,3.9,0.627,2022-23
colb_jones_tot_25,Colby Jones,TOT,23.0,39,0.308,13.2,104.4,114.8,-10.4,0.123,1.91,0.08,0.544,0.138,0.078,1066,1.5,3.3,0.457,2024-25
cole_anthony_orl_21,Cole Anthony,ORL,21.0,47,0.277,27.1,103.5,116.3,-12.8,0.241,1.81,0.081,0.496,0.235,0.091,2662,4.7,11.7,0.397,2020-21
cole_anthony_orl_22,Cole Anthony,ORL,22.0,65,0.277,31.7,105.7,111.1,-5.4,0.281,2.17,0.08,0.519,0.245,0.106,4283,5.5,14.0,0.391,2021-22
cole_anthony_orl_23,Cole Anthony,ORL,23.0,60,0.467,25.9,112.4,112.5,-0.1,0.228,2.58,0.091,0.57,0.209,0.116,3220,4.6,10.2,0.454,2022-23
cole_anthony_orl_24,Cole Anthony,ORL,24.0,81,0.58,22.4,112.6,110.0,2.6,0.2,1.87,0.088,0.545,0.232,0.109,3696,4.1,9.4,0.435,2023-24
cole_anthony_mem_25,Cole Anthony,MEM,25.0,67,0.522,18.4,107.7,109.0,-1.2,0.253,1.85,0.08,0.531,0.238,0.105,2519,3.4,8.1,0.424,2024-25
cole_anthony_mil_26,Cole Anthony,MIL,26.0,35,0.343,15.0,103.4,113.1,-9.7,0.354,1.86,0.078,0.483,0.244,0.082,1118,2.8,6.6,0.424,2025-26
cole_swider_tot_25,Cole Swider,TOT,26.0,10,0.5,17.0,114.2,100.5,13.7,0.022,0.75,0.072,0.465,0.155,0.046,372,2.2,6.3,0.349,2024-25
coli_castleton_tot_25,Colin Castleton,TOT,25.0,26,0.577,16.6,106.1,108.2,-2.1,0.092,1.22,0.123,0.536,0.125,0.074,915,1.8,3.8,0.469,2024-25
coll_gillespie_pho_25,Collin Gillespie,PHX,26.0,33,0.364,14.0,115.6,118.4,-2.8,0.235,4.59,0.086,0.578,0.17,0.105,947,2.1,4.8,0.43,2024-25
coll_gillespie_pho_26,Collin Gillespie,PHX,26.0,80,0.538,28.5,113.7,110.0,3.7,0.228,2.97,0.07,0.575,0.181,0.108,4743,4.4,10.5,0.418,2025-26
coll_murray-boyles_tor_26,Collin Murray-Boyles,TOR,20.0,57,0.544,21.9,111.7,109.1,2.6,0.122,1.8,0.112,0.621,0.15,0.098,2574,3.5,6.0,0.579,2025-26
coll_sexton_cle_19,Collin Sexton,CLE,20.0,82,0.232,31.8,105.6,118.1,-12.5,0.154,1.31,0.045,0.52,0.247,0.073,5347,6.3,14.7,0.43,2018-19
coll_sexton_cle_20,Collin Sexton,CLE,21.0,65,0.292,33.0,107.8,117.0,-9.2,0.146,1.22,0.048,0.56,0.264,0.095,4488,7.9,16.7,0.472,2019-20
coll_sexton_cle_21,Collin Sexton,CLE,22.0,60,0.3,35.3,104.8,114.0,-9.2,0.222,1.57,0.044,0.573,0.286,0.115,4386,8.8,18.4,0.475,2020-21
