id,PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,REB_PCT,TS_PCT,USG_PCT,PIE,POSS,FGM_PG,FGA_PG,FG_PCT,SEASON
solo_hill_tot_20,Solomon Hill,TOT,29.0,59,0.492,18.4,108.7,110.9,-2.1,0.124,2.04,0.073,0.535,0.135,0.067,2348,1.9,4.7,0.396,2019-20
solo_hill_atl_21,Solomon Hill,ATL,30.0,71,0.577,21.3,111.6,110.6,1.0,0.065,1.79,0.07,0.498,0.102,0.045,3148,1.5,4.2,0.359,2020-21
solo_hill_atl_22,Solomon Hill,ATL,31.0,13,0.538,10.7,109.4,95.1,14.3,0.117,12.0,0.08,0.2,0.064,0.021,287,0.2,1.5,0.15,2021-22
spen_dinwiddie_brk_17,Spencer Dinwiddie,BKN,24.0,59,0.22,22.6,102.1,106.8,-4.7,0.21,2.8,0.059,0.581,0.14,0.087,2795,2.3,5.1,0.444,2016-17
spen_dinwiddie_brk_18,Spencer Dinwiddie,BKN,25.0,80,0.35,28.8,107.3,108.6,-1.3,0.349,4.09,0.054,0.527,0.201,0.108,4751,4.1,10.5,0.387,2017-18
spen_dinwiddie_brk_19,Spencer Dinwiddie,BKN,26.0,68,0.529,28.1,107.1,109.8,-2.7,0.272,2.05,0.041,0.58,0.242,0.11,4092,5.4,12.2,0.442,2018-19
spen_dinwiddie_brk_20,Spencer Dinwiddie,BKN,27.0,64,0.469,31.2,110.5,109.4,1.1,0.344,2.48,0.051,0.541,0.287,0.121,4227,6.6,16.0,0.415,2019-20
spen_dinwiddie_brk_21,Spencer Dinwiddie,BKN,28.0,3,0.667,21.4,118.4,88.7,29.8,0.173,1.8,0.088,0.536,0.154,0.102,141,2.0,5.3,0.375,2020-21
spen_dinwiddie_tot_22,Spencer Dinwiddie,TOT,29.0,67,0.567,29.6,108.4,109.4,-1.0,0.27,3.33,0.068,0.543,0.208,0.107,4052,4.6,11.0,0.416,2021-22
spen_dinwiddie_tot_23,Spencer Dinwiddie,TOT,30.0,79,0.519,34.5,114.1,114.2,-0.1,0.297,3.55,0.051,0.573,0.22,0.113,5465,5.8,13.3,0.438,2022-23
spen_dinwiddie_tot_24,Spencer Dinwiddie,TOT,31.0,76,0.5,28.3,116.8,115.2,1.6,0.217,3.91,0.046,0.543,0.161,0.076,4503,3.3,8.4,0.392,2023-24
spen_dinwiddie_dal_25,Spencer Dinwiddie,DAL,32.0,79,0.468,27.0,110.1,115.1,-5.0,0.228,3.42,0.048,0.553,0.175,0.089,4515,3.6,8.6,0.416,2024-25
spen_hawes_tot_17,Spencer Hawes,TOT,29.0,54,0.5,14.8,99.6,110.7,-11.2,0.174,1.65,0.116,0.562,0.193,0.109,1650,2.5,5.1,0.484,2016-17
spen_jones_den_26,Spencer Jones,DEN,24.0,64,0.641,22.1,116.9,115.3,1.6,0.047,1.65,0.073,0.619,0.097,0.045,2912,2.1,4.1,0.504,2025-26
stan_johnson_det_17,Stanley Johnson,DET,21.0,77,0.455,17.8,103.7,103.8,0.0,0.106,1.48,0.068,0.436,0.144,0.048,2774,1.7,4.7,0.353,2016-17
stan_johnson_det_18,Stanley Johnson,DET,22.0,69,0.478,27.4,104.6,105.2,-0.6,0.086,1.45,0.065,0.48,0.161,0.059,3848,3.0,8.1,0.375,2017-18
stan_johnson_tot_19,Stanley Johnson,TOT,23.0,66,0.424,18.3,95.5,103.4,-7.9,0.118,1.09,0.081,0.485,0.186,0.079,2593,2.6,6.7,0.389,2018-19
stan_johnson_tor_21,Stanley Johnson,TOR,25.0,61,0.41,16.5,105.3,111.7,-6.4,0.127,1.65,0.075,0.519,0.13,0.056,2122,1.5,3.8,0.382,2020-21
stan_johnson_lal_22,Stanley Johnson,LAL,26.0,48,0.333,22.8,114.0,115.2,-1.1,0.094,2.29,0.071,0.564,0.125,0.06,2289,2.4,5.2,0.466,2021-22
stan_johnson_uta_23,Stanley Johnson,UTA,27.0,30,0.167,15.6,111.5,118.5,-7.0,0.179,2.03,0.099,0.625,0.148,0.093,1007,2.2,4.1,0.533,2022-23
stan_umude_det_24,Stanley Umude,DET,25.0,24,0.167,12.8,104.1,113.8,-9.7,0.053,0.79,0.081,0.647,0.15,0.072,659,1.5,3.5,0.44,2023-24
step_curry_gsw_17,Stephen Curry,GSW,29.0,79,0.823,33.4,120.1,102.7,17.4,0.287,2.19,0.065,0.624,0.286,0.151,5690,8.5,18.3,0.468,2016-17
step_curry_gsw_18,Stephen Curry,GSW,30.0,51,0.804,32.0,120.6,107.7,13.0,0.272,2.03,0.079,0.675,0.29,0.165,3575,8.4,16.9,0.495,2017-18
step_curry_gsw_19,Stephen Curry,GSW,31.0,69,0.754,33.8,119.5,105.8,13.7,0.225,1.88,0.075,0.641,0.292,0.152,5058,9.2,19.4,0.472,2018-19
step_curry_gsw_20,Stephen Curry,GSW,32.0,5,0.2,27.9,108.5,123.7,-15.3,0.355,2.06,0.084,0.557,0.286,0.133,319,6.6,16.4,0.402,2019-20
step_curry_gsw_21,Stephen Curry,GSW,33.0,63,0.587,34.2,114.2,109.6,4.6,0.283,1.7,0.077,0.655,0.331,0.181,4725,10.4,21.7,0.482,2020-21
step_curry_gsw_22,Stephen Curry,GSW,34.0,64,0.703,34.5,114.1,103.4,10.7,0.286,1.96,0.073,0.601,0.293,0.155,4649,8.4,19.1,0.437,2021-22
step_curry_gsw_23,Stephen Curry,GSW,35.0,56,0.536,34.7,118.1,112.4,5.8,0.274,1.97,0.085,0.656,0.297,0.166,4244,10.0,20.2,0.493,2022-23
step_curry_gsw_24,Stephen Curry,GSW,36.0,74,0.581,32.7,117.3,114.7,2.7,0.241,1.8,0.066,0.616,0.302,0.14,5163,8.8,19.5,0.45,2023-24
step_curry_gsw_25,Stephen Curry,GSW,37.0,70,0.586,32.2,118.4,112.7,5.7,0.284,2.11,0.066,0.618,0.286,0.145,4785,8.1,18.0,0.448,2024-25
step_curry_gsw_26,Stephen Curry,GSW,38.0,43,0.558,30.9,117.6,114.8,2.8,0.245,1.68,0.057,0.637,0.308,0.146,2873,8.7,18.6,0.468,2025-26
step_castle_sas_25,Stephon Castle,SAS,20.0,81,0.407,26.7,111.8,116.6,-4.7,0.231,1.88,0.066,0.522,0.253,0.087,4580,5.2,12.2,0.428,2024-25
step_castle_sas_26,Stephon Castle,SAS,21.0,68,0.75,30.0,118.2,108.4,9.8,0.344,2.31,0.084,0.575,0.243,0.117,4334,5.7,12.0,0.471,2025-26
ster_brown_mil_18,Sterling Brown,MIL,23.0,54,0.481,14.4,102.5,105.0,-2.5,0.049,1.0,0.091,0.503,0.135,0.063,1578,1.5,3.8,0.4,2017-18
ster_brown_mil_19,Sterling Brown,MIL,24.0,58,0.776,17.8,106.4,106.1,0.2,0.115,1.83,0.08,0.563,0.149,0.078,2275,2.5,5.4,0.465,2018-19
ster_brown_mil_20,Sterling Brown,MIL,25.0,52,0.75,14.7,104.0,101.7,2.4,0.094,1.21,0.105,0.486,0.162,0.082,1717,1.8,4.9,0.371,2019-20
ster_brown_hou_21,Sterling Brown,HOU,26.0,51,0.275,24.1,105.5,110.8,-5.4,0.088,1.76,0.086,0.597,0.133,0.082,2608,2.9,6.6,0.448,2020-21
ster_brown_dal_22,Sterling Brown,DAL,27.0,49,0.633,12.8,105.4,103.1,2.3,0.078,1.48,0.113,0.495,0.124,0.073,1313,1.2,3.2,0.381,2021-22
stev_adams_okc_17,Steven Adams,OKC,23.0,80,0.588,29.9,109.2,104.9,4.2,0.054,0.59,0.122,0.589,0.159,0.097,4944,4.7,8.2,0.571,2016-17
stev_adams_okc_18,Steven Adams,OKC,24.0,76,0.566,32.7,112.1,105.7,6.4,0.051,0.69,0.133,0.63,0.16,0.109,5119,5.9,9.4,0.629,2017-18
stev_adams_okc_19,Steven Adams,OKC,25.0,80,0.588,33.4,112.6,105.9,6.7,0.063,0.92,0.131,0.591,0.16,0.103,5829,6.0,10.1,0.595,2018-19
stev_adams_okc_20,Steven Adams,OKC,26.0,63,0.635,26.7,111.2,106.7,4.4,0.128,1.55,0.173,0.604,0.168,0.136,3520,4.5,7.6,0.592,2019-20
stev_adams_nop_21,Steven Adams,NOP,27.0,58,0.448,27.7,114.9,115.0,-0.1,0.088,1.42,0.16,0.596,0.118,0.09,3320,3.3,5.3,0.614,2020-21
stev_adams_mem_22,Steven Adams,MEM,28.0,76,0.671,26.3,117.8,109.5,8.3,0.155,2.23,0.178,0.56,0.118,0.108,4150,2.8,5.1,0.547,2021-22
stev_adams_mem_23,Steven Adams,MEM,29.0,42,0.667,27.0,118.7,109.0,9.7,0.107,1.23,0.196,0.564,0.139,0.112,2396,3.7,6.3,0.597,2022-23
stev_adams_hou_25,Steven Adams,HOU,31.0,58,0.655,13.7,115.3,105.9,9.4,0.107,1.22,0.187,0.541,0.127,0.109,1658,1.6,2.9,0.545,2024-25
stev_adams_hou_26,Steven Adams,HOU,32.0,32,0.656,22.8,117.3,105.5,11.8,0.084,1.37,0.177,0.535,0.116,0.1,1495,2.2,4.3,0.504,2025-26
svi_mykhailiuk_tot_19,Svi Mykhailiuk,TOT,22.0,42,0.452,10.5,105.2,105.7,-0.5,0.11,1.76,0.038,0.447,0.157,0.039,959,1.1,3.3,0.329,2018-19
svi_mykhailiuk_det_20,Svi Mykhailiuk,DET,23.0,56,0.304,22.6,108.6,109.2,-0.6,0.12,1.74,0.041,0.578,0.165,0.069,2644,3.0,7.2,0.41,2019-20
svi_mykhailiuk_tot_21,Svi Mykhailiuk,TOT,24.0,66,0.197,20.1,103.8,112.0,-8.2,0.127,1.25,0.059,0.529,0.19,0.077,2823,3.2,7.7,0.411,2020-21
svi_mykhailiuk_tor_22,Svi Mykhailiuk,TOR,25.0,56,0.518,12.8,103.6,109.5,-5.9,0.094,1.41,0.06,0.509,0.161,0.064,1500,1.6,4.2,0.389,2021-22
svi_mykhailiuk_tot_23,Svi Mykhailiuk,TOT,26.0,32,0.5,14.6,109.6,108.5,1.0,0.167,2.21,0.056,0.584,0.191,0.092,994,2.4,5.4,0.445,2022-23
svi_mykhailiuk_bos_24,Svi Mykhailiuk,BOS,27.0,41,0.78,10.1,121.9,103.4,18.5,0.104,2.92,0.061,0.575,0.156,0.077,848,1.4,3.3,0.416,2023-24
svi_mykhailiuk_uta_25,Svi Mykhailiuk,UTA,28.0,38,0.158,20.0,110.3,117.7,-7.4,0.144,1.46,0.055,0.526,0.198,0.067,1619,3.1,7.9,0.391,2024-25
svi_mykhailiuk_uta_26,Svi Mykhailiuk,UTA,28.0,50,0.28,23.1,114.9,117.9,-3.0,0.107,2.21,0.051,0.626,0.143,0.074,2497,3.5,7.2,0.478,2025-26
t.j._mcconnell_phi_17,T.J. McConnell,PHI,25.0,81,0.333,26.3,100.9,107.1,-6.2,0.374,3.36,0.057,0.504,0.142,0.107,4507,2.9,6.3,0.461,2016-17
t.j._mcconnell_phi_18,T.J. McConnell,PHI,26.0,76,0.658,22.5,103.0,104.4,-1.4,0.258,2.71,0.062,0.545,0.134,0.099,3631,2.8,5.5,0.499,2017-18
t.j._mcconnell_phi_19,T.J. McConnell,PHI,27.0,76,0.605,19.3,108.1,108.8,-0.7,0.249,2.84,0.057,0.555,0.148,0.097,3161,2.9,5.5,0.525,2018-19
t.j._mcconnell_ind_20,T.J. McConnell,IND,28.0,71,0.62,18.7,108.3,107.1,1.1,0.354,3.55,0.069,0.54,0.167,0.122,2857,3.0,5.8,0.516,2019-20
t.j._mcconnell_ind_21,T.J. McConnell,IND,29.0,69,0.478,26.0,112.5,110.0,2.5,0.337,3.38,0.068,0.583,0.149,0.119,3869,4.0,7.1,0.559,2020-21
t.j._mcconnell_ind_22,T.J. McConnell,IND,30.0,27,0.333,24.2,106.8,112.3,-5.5,0.287,4.52,0.069,0.525,0.157,0.104,1379,3.7,7.7,0.481,2021-22
t.j._mcconnell_ind_23,T.J. McConnell,IND,31.0,75,0.413,20.4,110.5,112.9,-2.4,0.39,2.78,0.075,0.59,0.182,0.134,3313,3.8,6.9,0.543,2022-23
t.j._mcconnell_ind_24,T.J. McConnell,IND,32.0,71,0.563,18.2,118.8,115.2,3.7,0.406,3.61,0.076,0.586,0.229,0.152,2784,4.6,8.4,0.556,2023-24
t.j._mcconnell_ind_25,T.J. McConnell,IND,33.0,79,0.62,17.9,111.1,113.8,-2.7,0.359,3.22,0.069,0.547,0.226,0.129,3069,4.1,7.9,0.519,2024-25
t.j._mcconnell_ind_26,T.J. McConnell,IND,34.0,56,0.268,17.2,109.1,116.7,-7.6,0.469,4.48,0.063,0.567,0.227,0.15,2089,4.3,8.0,0.538,2025-26
t.j._warren_pho_17,T.J. Warren,PHX,23.0,66,0.303,31.0,107.0,113.4,-6.4,0.056,1.32,0.079,0.539,0.188,0.091,4357,6.1,12.3,0.495,2016-17
t.j._warren_pho_18,T.J. Warren,PHX,24.0,65,0.277,33.0,103.3,112.2,-9.0,0.069,1.0,0.074,0.541,0.243,0.107,4526,8.1,16.4,0.498,2017-18
t.j._warren_pho_19,T.J. Warren,PHX,25.0,43,0.233,31.6,106.4,114.1,-7.7,0.073,1.23,0.064,0.58,0.221,0.099,2885,6.9,14.2,0.486,2018-19
t.j._warren_ind_20,T.J. Warren,IND,26.0,67,0.627,32.9,109.6,106.9,2.7,0.072,1.18,0.063,0.61,0.229,0.113,4546,8.0,14.9,0.536,2019-20
t.j._warren_ind_21,T.J. Warren,IND,27.0,4,0.75,29.3,111.3,108.7,2.6,0.06,1.25,0.06,0.56,0.213,0.072,248,6.8,12.8,0.529,2020-21
t.j._warren_tot_23,T.J. Warren,TOT,29.0,42,0.619,16.4,112.8,108.4,4.4,0.081,2.0,0.086,0.55,0.185,0.09,1462,3.1,6.4,0.489,2022-23
t.j._warren_min_24,T.J. Warren,MIN,30.0,11,0.636,11.3,114.6,97.4,17.2,0.088,2.25,0.081,0.479,0.148,0.067,274,1.6,3.7,0.439,2023-24
tael_peter_ind_26,Taelon Peter,IND,24.0,38,0.158,13.0,103.2,111.8,-8.7,0.113,1.48,0.057,0.518,0.159,0.057,1075,1.6,4.2,0.38,2025-26
taj_gibson_tot_17,Taj Gibson,TOT,32.0,78,0.526,25.5,106.4,105.9,0.5,0.057,0.7,0.118,0.543,0.188,0.097,4012,4.7,9.1,0.515,2016-17
taj_gibson_min_18,Taj Gibson,MIN,33.0,82,0.573,33.2,113.2,108.5,4.6,0.051,1.11,0.109,0.61,0.144,0.094,5513,5.2,9.0,0.577,2017-18
taj_gibson_min_19,Taj Gibson,MIN,34.0,70,0.457,24.1,109.5,111.6,-2.1,0.072,1.15,0.128,0.612,0.167,0.108,3572,4.3,7.7,0.566,2018-19
taj_gibson_nyk_20,Taj Gibson,NYK,35.0,62,0.339,16.5,101.2,113.7,-12.5,0.077,1.11,0.126,0.61,0.145,0.097,2123,2.7,4.6,0.584,2019-20
taj_gibson_nyk_21,Taj Gibson,NYK,36.0,45,0.644,20.8,110.5,103.1,7.3,0.054,1.64,0.127,0.661,0.095,0.095,1899,2.2,3.5,0.627,2020-21
taj_gibson_nyk_22,Taj Gibson,NYK,37.0,52,0.462,18.2,107.4,104.2,3.3,0.05,1.19,0.114,0.606,0.099,0.069,1897,1.7,3.2,0.518,2021-22
taj_gibson_tot_24,Taj Gibson,TOT,39.0,20,0.4,10.2,101.9,107.1,-5.3,0.071,2.2,0.089,0.449,0.092,0.03,428,0.8,1.9,0.405,2023-24
taj_gibson_cho_25,Taj Gibson,CHA,40.0,37,0.27,11.1,96.6,110.4,-13.8,0.081,0.84,0.133,0.515,0.132,0.068,843,1.3,2.6,0.495,2024-25
tale_horton-tucker_lal_20,Talen Horton-Tucker,LAL,19.0,6,0.333,13.5,101.7,111.2,-9.5,0.107,1.0,0.039,0.535,0.18,0.061,178,2.3,5.0,0.467,2019-20
tale_horton-tucker_lal_21,Talen Horton-Tucker,LAL,20.0,65,0.6,20.1,105.8,104.7,1.0,0.209,1.72,0.063,0.536,0.21,0.094,2731,3.4,7.5,0.458,2020-21
tale_horton-tucker_lal_22,Talen Horton-Tucker,LAL,21.0,60,0.383,25.2,107.9,110.1,-2.2,0.153,1.94,0.061,0.503,0.189,0.07,3179,3.7,9.0,0.416,2021-22
tale_horton-tucker_uta_23,Talen Horton-Tucker,UTA,22.0,65,0.462,20.2,112.0,112.0,0.1,0.274,1.95,0.074,0.508,0.25,0.1,2826,4.0,9.4,0.419,2022-23
tale_horton-tucker_uta_24,Talen Horton-Tucker,UTA,23.0,51,0.275,19.8,112.5,117.9,-5.4,0.265,2.72,0.057,0.503,0.234,0.089,2117,3.6,9.1,0.396,2023-24
tale_horton-tucker_chi_25,Talen Horton-Tucker,CHI,24.0,58,0.448,12.5,111.4,109.8,1.7,0.162,2.08,0.063,0.567,0.208,0.09,1607,2.3,5.0,0.457,2024-25
tari_eason_hou_23,Tari Eason,HOU,22.0,82,0.268,21.6,108.6,113.4,-4.8,0.075,0.87,0.134,0.525,0.184,0.095,3765,3.6,8.0,0.448,2022-23
tari_eason_hou_24,Tari Eason,HOU,23.0,22,0.545,21.8,112.6,103.1,9.4,0.087,1.35,0.145,0.528,0.188,0.131,1011,4.0,8.6,0.466,2023-24
tari_eason_hou_25,Tari Eason,HOU,24.0,57,0.632,24.9,114.8,109.2,5.6,0.082,1.28,0.118,0.567,0.185,0.117,2994,4.8,9.8,0.487,2024-25
tari_eason_hou_26,Tari Eason,HOU,25.0,60,0.633,25.8,116.1,109.6,6.5,0.078,1.11,0.116,0.514,0.181,0.083,3179,4.0,9.7,0.416,2025-26
tari_black_lal_17,Tarik Black,LAL,25.0,67,0.358,16.3,105.0,105.9,-0.9,0.052,0.67,0.149,0.56,0.152,0.085,2255,2.2,4.4,0.51,2016-17
tari_black_hou_18,Tarik Black,HOU,26.0,51,0.784,10.5,97.7,105.0,-7.3,0.042,0.37,0.144,0.582,0.147,0.073,1136,1.5,2.5,0.591,2017-18
taur_prince_atl_17,Taurean Prince,ATL,23.0,59,0.475,16.6,98.0,98.6,-0.6,0.091,0.9,0.075,0.513,0.168,0.074,2031,1.9,4.8,0.4,2016-17
taur_prince_atl_18,Taurean Prince,ATL,24.0,82,0.293,30.0,103.8,111.4,-7.5,0.135,1.12,0.078,0.549,0.216,0.09,5145,5.1,11.9,0.426,2017-18
taur_prince_atl_19,Taurean Prince,ATL,25.0,55,0.345,28.2,108.4,115.4,-6.9,0.107,1.18,0.06,0.575,0.19,0.075,3434,4.8,10.8,0.441,2018-19
taur_prince_brk_20,Taurean Prince,BKN,26.0,64,0.469,29.0,109.6,108.4,1.3,0.09,0.91,0.093,0.497,0.2,0.074,3959,4.3,11.5,0.376,2019-20
taur_prince_tot_21,Taurean Prince,TOT,27.0,41,0.366,22.1,108.5,114.6,-6.1,0.121,1.62,0.077,0.54,0.189,0.08,1913,3.2,8.0,0.401,2020-21
taur_prince_min_22,Taurean Prince,MIN,28.0,69,0.58,17.1,111.6,110.9,0.7,0.08,1.28,0.07,0.589,0.166,0.076,2553,2.6,5.7,0.454,2021-22
taur_prince_min_23,Taurean Prince,MIN,29.0,54,0.574,22.1,111.9,111.0,0.9,0.094,1.22,0.055,0.597,0.165,0.065,2600,3.3,7.0,0.467,2022-23
taur_prince_lal_24,Taurean Prince,LAL,30.0,78,0.564,27.0,113.9,116.5,-2.6,0.073,1.63,0.054,0.579,0.134,0.056,4506,3.2,7.3,0.442,2023-24
taur_prince_mil_25,Taurean Prince,MIL,31.0,80,0.575,27.1,114.0,114.5,-0.4,0.093,1.89,0.065,0.613,0.123,0.064,4554,2.9,6.4,0.457,2024-25
taur_prince_mil_26,Taurean Prince,MIL,32.0,26,0.385,23.5,113.7,117.5,-3.8,0.102,1.48,0.067,0.617,0.157,0.073,1271,3.3,7.3,0.45,2025-26
tayl_hendricks_uta_24,Taylor Hendricks,UTA,20.0,40,0.325,21.4,110.2,118.2,-8.1,0.051,1.19,0.106,0.578,0.135,0.074,1802,2.7,6.0,0.45,2023-24
tayl_hendricks_uta_25,Taylor Hendricks,UTA,21.0,3,0.0,24.8,95.7,109.2,-13.5,0.04,1.0,0.083,0.354,0.113,0.036,163,1.3,6.0,0.222,2024-25
tayl_hendricks_tot_26,Taylor Hendricks,TOT,22.0,59,0.203,19.0,108.4,119.1,-10.7,0.07,1.1,0.096,0.566,0.157,0.077,2404,2.8,6.0,0.459,2025-26
taze_moore_por_24,Taze Moore,POR,26.0,4,0.25,10.1,95.7,122.2,-26.6,0.208,1.67,0.089,0.453,0.209,0.073,92,2.0,4.8,0.421,2023-24
tera_mann_lac_21,Terance Mann,LAC,24.0,67,0.672,18.9,112.4,109.7,2.7,0.114,2.6,0.093,0.603,0.144,0.091,2612,2.7,5.2,0.509,2020-21
tera_mann_lac_22,Terance Mann,LAC,25.0,81,0.506,28.6,108.6,107.1,1.5,0.131,2.49,0.086,0.572,0.157,0.095,4768,4.1,8.5,0.484,2021-22
tera_mann_lac_23,Terance Mann,LAC,26.0,81,0.543,23.1,113.7,113.5,0.3,0.139,2.3,0.074,0.619,0.149,0.087,3859,3.4,6.5,0.519,2022-23
tera_mann_lac_24,Terance Mann,LAC,27.0,75,0.627,25.0,116.7,114.8,1.9,0.086,2.48,0.07,0.615,0.135,0.071,3804,3.4,6.6,0.515,2023-24
tera_mann_tot_25,Terance Mann,TOT,28.0,67,0.552,21.1,112.9,115.2,-2.3,0.118,2.57,0.07,0.584,0.145,0.074,2947,3.1,6.2,0.496,2024-25
tera_mann_brk_26,Terance Mann,BKN,29.0,63,0.238,24.3,109.6,117.8,-8.2,0.182,2.68,0.066,0.564,0.133,0.066,3119,2.7,5.8,0.457,2025-26
tere_davis_tor_20,Terence Davis,TOR,23.0,72,0.736,16.8,111.8,103.9,7.9,0.14,1.51,0.09,0.588,0.181,0.101,2571,2.8,6.1,0.456,2019-20
tere_davis_tot_21,Terence Davis,TOT,24.0,61,0.426,17.6,107.3,110.1,-2.8,0.122,1.32,0.07,0.555,0.213,0.087,2286,3.2,7.5,0.428,2020-21
tere_davis_sac_22,Terence Davis,SAC,25.0,30,0.367,17.9,113.4,109.0,4.4,0.107,1.21,0.08,0.543,0.244,0.091,1153,3.8,8.9,0.423,2021-22
tere_davis_sac_23,Terence Davis,SAC,26.0,64,0.594,13.1,115.4,111.4,4.0,0.11,1.26,0.082,0.563,0.215,0.08,1814,2.4,5.7,0.423,2022-23
terr_ferguson_okc_18,Terrance Ferguson,OKC,20.0,61,0.607,12.5,104.9,109.4,-4.5,0.035,1.73,0.03,0.545,0.104,0.028,1543,1.1,2.8,0.414,2017-18
terr_ferguson_okc_19,Terrance Ferguson,OKC,21.0,74,0.595,26.1,111.0,107.1,3.9,0.046,1.53,0.034,0.566,0.104,0.027,4187,2.5,5.8,0.429,2018-19
terr_ferguson_okc_20,Terrance Ferguson,OKC,22.0,56,0.589,22.5,106.7,110.7,-4.0,0.055,1.65,0.029,0.481,0.092,0.007,2566,1.4,3.9,0.355,2019-20
terr_jones_tot_17,Terrence Jones,TOT,25.0,54,0.37,23.5,102.7,105.5,-2.9,0.075,1.23,0.113,0.515,0.209,0.11,2640,4.3,9.1,0.47,2016-17
terr_ross_tot_17,Terrence Ross,TOT,26.0,78,0.5,25.1,111.8,108.9,2.9,0.066,1.29,0.052,0.55,0.185,0.078,4034,4.2,9.6,0.437,2016-17
terr_ross_orl_18,Terrence Ross,ORL,27.0,24,0.417,25.0,103.9,107.7,-3.8,0.088,1.31,0.059,0.505,0.166,0.061,1279,3.2,8.0,0.398,2017-18
terr_ross_orl_19,Terrence Ross,ORL,28.0,81,0.519,26.5,105.3,105.9,-0.5,0.103,1.5,0.062,0.561,0.23,0.11,4489,5.4,12.7,0.428,2018-19
terr_ross_orl_20,Terrence Ross,ORL,29.0,69,0.449,27.4,105.5,108.0,-2.5,0.072,1.17,0.054,0.548,0.216,0.095,3969,4.9,12.3,0.403,2019-20
terr_ross_orl_21,Terrence Ross,ORL,30.0,46,0.348,29.3,103.2,112.0,-8.8,0.133,1.46,0.054,0.53,0.23,0.09,2818,5.5,13.4,0.412,2020-21
terr_ross_orl_22,Terrence Ross,ORL,31.0,63,0.222,23.0,101.9,113.8,-11.9,0.127,1.55,0.052,0.515,0.196,0.075,3059,3.5,8.8,0.397,2021-22
terr_ross_tot_23,Terrence Ross,TOT,32.0,63,0.429,21.1,112.1,114.7,-2.6,0.101,2.21,0.057,0.544,0.166,0.069,2785,3.2,7.4,0.43,2022-23
terr_shannon_min_25,Terrence Shannon Jr.,MIN,24.0,32,0.656,10.6,107.8,107.0,0.8,0.139,2.13,0.065,0.56,0.166,0.082,735,1.7,3.6,0.482,2024-25
terr_shannon_min_26,Terrence Shannon Jr.,MIN,25.0,43,0.558,12.5,112.0,120.5,-8.5,0.102,1.58,0.045,0.597,0.171,0.069,1158,1.8,4.0,0.45,2025-26
terr_rozier_bos_17,Terry Rozier,BOS,23.0,74,0.635,17.1,102.0,102.7,-0.7,0.164,2.79,0.085,0.466,0.167,0.091,2588,2.0,5.6,0.367,2016-17
