id,player,team,year,season,salary,salary_cap,salary_cap_pct,salary_tier,salary_pct_change,is_max,is_new_team,is_contract_year,is_moved_midseason,age,gp,w_pct,min,off_rating,def_rating,net_rating,ast_pct,ast_to,reb_pct,ts_pct,usg_pct,pie,poss,fgm_pg,fga_pg,fg_pct,total_minutes,analysis_sample
karl_towns_min_24,Karl-Anthony Towns,MIN,2024,2023-24,36016200.0,136021000.0,26.48,max,6.451612903225801,1,0,1,0,28.0,62,0.677,32.7,116.3,109.1,7.2,0.147,1.07,0.131,0.625,0.268,0.14,4161,7.7,15.3,0.504,2027.4,True
karl_towns_nyk_25,Karl-Anthony Towns,NYK,2025,2024-25,49205800.0,140588000.0,35.0,max,36.621298193590654,1,1,0,0,29.0,72,0.639,35.0,119.4,112.7,6.8,0.13,1.16,0.187,0.63,0.265,0.161,5215,8.9,16.9,0.526,2520.0,True
karl_towns_nyk_26,Karl-Anthony Towns,NYK,2026,2025-26,53142264.0,154647000.0,34.36,max,8.000000000000007,1,0,0,0,30.0,75,0.653,31.0,118.8,111.8,7.0,0.142,1.21,0.192,0.619,0.251,0.154,4830,6.9,13.8,0.501,2325.0,True
karl_matkovic_nop_25,Karlo Matković,NOP,2025,2024-25,1407153.0,140588000.0,1.0,bench,,0,0,1,0,24.0,42,0.286,18.8,109.4,114.1,-4.7,0.083,1.07,0.129,0.639,0.155,0.096,1674,3.2,5.6,0.574,789.6,True
karl_matkovic_nop_26,Karlo Matković,NOP,2026,2025-26,1955377.0,154647000.0,1.26,bench,38.95980039128653,0,0,0,0,25.0,62,0.387,14.7,107.2,111.6,-4.4,0.079,1.47,0.115,0.696,0.128,0.108,1942,2.3,3.8,0.604,911.4,True
kasp_jakucionis_mia_26,Kasparas Jakučionis,MIA,2026,2025-26,3658800.0,154647000.0,2.37,bench,,0,0,0,0,20.0,53,0.528,17.8,115.9,112.9,3.0,0.178,2.74,0.067,0.614,0.129,0.073,2109,1.9,4.5,0.429,943.4000000000001,True
kawh_leonard_sas_17,Kawhi Leonard,SAS,2017,2016-17,17638063.0,94143000.0,18.74,star,,0,0,0,0,26.0,74,0.73,33.4,113.8,105.1,8.7,0.182,1.69,0.089,0.61,0.306,0.174,4891,8.6,17.7,0.485,2471.6,True
kawh_leonard_sas_18,Kawhi Leonard,SAS,2018,2017-18,18868625.0,99030000.0,19.05,star,6.976741153492871,0,0,1,0,27.0,9,0.556,23.3,99.3,95.4,3.9,0.191,1.31,0.098,0.572,0.304,0.182,432,5.8,12.3,0.468,209.70000000000002,False
kawh_leonard_tor_19,Kawhi Leonard,TOR,2019,2018-19,23114067.0,101869000.0,22.69,star,22.50000728722945,0,1,1,0,28.0,60,0.683,34.0,115.7,107.8,7.9,0.159,1.64,0.106,0.606,0.3,0.172,4272,9.3,18.8,0.496,2040.0,True
kawh_leonard_lac_20,Kawhi Leonard,LAC,2020,2019-20,32742000.0,109140000.0,30.0,max,41.65399797448022,1,1,0,0,29.0,57,0.719,32.4,116.9,104.7,12.2,0.255,1.88,0.103,0.589,0.327,0.191,3874,9.3,19.9,0.47,1846.8,True
kawh_leonard_lac_21,Kawhi Leonard,LAC,2021,2020-21,34379100.0,109140000.0,31.5,max,5.000000000000004,1,0,0,0,30.0,52,0.692,34.1,121.4,109.2,12.2,0.238,2.56,0.099,0.622,0.282,0.17,3603,8.9,17.5,0.512,1773.2,True
kawh_leonard_lac_23,Kawhi Leonard,LAC,2023,2022-23,42492492.0,123655000.0,34.36,max,8.000000000000007,1,0,0,0,32.0,52,0.635,33.6,118.2,112.1,6.1,0.19,2.32,0.098,0.623,0.267,0.159,3592,8.6,16.8,0.512,1747.2,True
kawh_leonard_lac_24,Kawhi Leonard,LAC,2024,2023-24,45640084.0,136021000.0,33.55,max,7.407407407407418,1,0,0,0,33.0,68,0.647,34.3,119.3,111.1,8.2,0.165,2.05,0.091,0.626,0.261,0.154,4747,9.0,17.1,0.525,2332.3999999999996,True
kawh_leonard_lac_25,Kawhi Leonard,LAC,2025,2024-25,49205800.0,140588000.0,35.0,max,7.812685007328213,1,0,0,0,34.0,37,0.703,31.9,120.3,107.9,12.4,0.147,1.61,0.098,0.589,0.28,0.134,2391,8.4,16.8,0.498,1180.3,True
kawh_leonard_lac_26,Kawhi Leonard,LAC,2026,2025-26,50000000.0,154647000.0,32.33,max,1.6140373695783916,1,0,0,0,34.0,65,0.569,32.1,120.3,112.8,7.5,0.193,1.76,0.102,0.629,0.326,0.185,4245,9.8,19.4,0.505,2086.5,True
keat_wallace_atl_26,Keaton Wallace,ATL,2026,2025-26,2296274.0,154647000.0,1.48,bench,,0,0,0,0,27.0,53,0.585,10.1,102.2,110.8,-8.6,0.264,3.36,0.05,0.52,0.161,0.077,1144,1.3,3.2,0.398,535.3,True
keeg_murray_sac_23,Keegan Murray,SAC,2023,2022-23,8008440.0,123655000.0,6.48,bench,,0,0,0,0,22.0,80,0.588,29.8,118.8,117.1,1.7,0.053,1.63,0.08,0.597,0.156,0.073,5028,4.4,9.8,0.453,2384.0,True
keeg_murray_sac_24,Keegan Murray,SAC,2024,2023-24,8409000.0,136021000.0,6.18,bench,5.00172318204295,0,0,0,0,23.0,77,0.558,33.6,116.2,113.4,2.7,0.068,2.02,0.081,0.569,0.178,0.082,5377,5.8,12.7,0.454,2587.2000000000003,True
keeg_murray_sac_25,Keegan Murray,SAC,2025,2024-25,8809560.0,140588000.0,6.27,bench,4.763467713164471,0,0,1,0,24.0,76,0.474,34.3,114.8,113.4,1.5,0.055,1.82,0.095,0.553,0.148,0.075,5428,4.8,10.8,0.444,2606.7999999999997,True
keeg_murray_sac_26,Keegan Murray,SAC,2026,2025-26,11144093.0,154647000.0,7.21,bench,26.49999545947812,0,0,0,0,25.0,23,0.217,34.5,107.6,118.4,-10.7,0.07,1.41,0.079,0.499,0.182,0.078,1663,5.5,13.0,0.42,793.5,True
keit_bates-diop_sas_22,Keita Bates-Diop,SAS,2022,2021-22,1729217.0,112414000.0,1.54,bench,22.046409928489364,0,1,0,0,26.0,59,0.39,16.2,107.0,106.2,0.8,0.059,0.91,0.112,0.578,0.144,0.092,2032,2.3,4.5,0.517,955.8,True
keit_bates-diop_sas_23,Keita Bates-Diop,SAS,2023,2022-23,1878720.0,123655000.0,1.52,bench,8.645704963575994,0,0,1,0,27.0,67,0.269,21.7,108.1,116.6,-8.5,0.099,1.84,0.084,0.609,0.165,0.099,3122,3.5,6.9,0.508,1453.8999999999999,True
kel'_ware_mia_25,Kel'el Ware,MIA,2025,2024-25,4231800.0,140588000.0,3.01,bench,,0,0,0,0,21.0,64,0.438,22.2,112.8,110.9,1.9,0.062,1.05,0.167,0.603,0.169,0.119,2914,4.0,7.3,0.554,1420.8,True
kel'_ware_mia_26,Kel'el Ware,MIA,2026,2025-26,4443360.0,154647000.0,2.87,bench,4.999291081809165,0,0,0,0,22.0,77,0.506,22.1,113.1,114.1,-1.0,0.046,0.9,0.18,0.616,0.174,0.137,3731,4.5,8.4,0.53,1701.7,True
keld_johnson_sas_20,Keldon Johnson,SAS,2020,2019-20,1950600.0,109140000.0,1.79,bench,,0,0,0,0,20.0,17,0.471,17.7,114.7,103.4,11.3,0.066,1.15,0.092,0.711,0.164,0.112,674,3.1,5.2,0.596,300.9,False
keld_johnson_sas_21,Keldon Johnson,SAS,2021,2020-21,2048040.0,109140000.0,1.88,bench,4.995386035066129,0,0,0,0,21.0,69,0.464,28.5,110.0,113.8,-3.8,0.087,1.55,0.103,0.557,0.189,0.091,4093,4.9,10.2,0.479,1966.5,True
keld_johnson_sas_22,Keldon Johnson,SAS,2022,2021-22,2145720.0,112414000.0,1.91,bench,4.769438096912171,0,0,1,0,22.0,75,0.44,31.9,113.2,111.1,2.1,0.091,1.72,0.089,0.574,0.21,0.102,5043,6.3,13.5,0.466,2392.5,True
keld_johnson_sas_23,Keldon Johnson,SAS,2023,2022-23,3873025.0,123655000.0,3.13,bench,80.50001864176129,0,0,1,0,23.0,63,0.27,32.8,110.2,121.4,-11.3,0.137,1.37,0.076,0.551,0.273,0.103,4374,8.0,17.7,0.452,2066.3999999999996,True
keld_johnson_sas_24,Keldon Johnson,SAS,2024,2023-24,20000000.0,136021000.0,14.7,starter,416.3922257150419,0,0,0,0,24.0,69,0.246,29.5,108.5,116.1,-7.7,0.142,1.95,0.088,0.565,0.212,0.098,4399,5.7,12.5,0.454,2035.5,True
keld_johnson_sas_25,Keldon Johnson,SAS,2025,2024-25,19000000.0,140588000.0,13.51,starter,-5.000000000000004,0,0,0,0,25.0,77,0.403,23.9,110.1,115.9,-5.8,0.105,1.62,0.096,0.572,0.207,0.103,3912,4.8,10.0,0.482,1840.3,True
keld_johnson_sas_26,Keldon Johnson,SAS,2026,2025-26,17500000.0,154647000.0,11.32,starter,-7.8947368421052655,0,0,0,0,26.0,82,0.756,23.3,116.0,108.2,7.8,0.085,1.59,0.106,0.613,0.201,0.118,4070,5.0,9.7,0.519,1910.6000000000001,True
kell_olynyk_bos_17,Kelly Olynyk,BOS,2017,2016-17,3094014.0,94143000.0,3.29,bench,,0,0,1,0,26.0,75,0.653,20.5,105.1,105.2,-0.1,0.159,1.54,0.113,0.603,0.185,0.11,3172,3.5,6.8,0.512,1537.5,True
kell_olynyk_mia_18,Kelly Olynyk,MIA,2018,2017-18,10607169.0,99030000.0,10.71,starter,242.82873316022489,0,1,0,0,27.0,76,0.553,23.4,110.0,104.6,5.3,0.18,1.41,0.126,0.612,0.213,0.122,3596,4.2,8.4,0.497,1778.3999999999999,True
kell_olynyk_mia_19,Kelly Olynyk,MIA,2019,2018-19,12137527.0,101869000.0,11.91,starter,14.427581949528667,0,0,0,0,28.0,79,0.494,22.9,107.9,106.0,1.9,0.113,1.23,0.099,0.61,0.175,0.102,3773,3.3,7.1,0.463,1809.1,True
kell_olynyk_mia_20,Kelly Olynyk,MIA,2020,2019-20,11667885.0,109140000.0,10.69,starter,-3.8693384574963297,0,0,0,0,29.0,67,0.612,19.4,110.5,109.0,1.5,0.131,1.63,0.115,0.621,0.165,0.102,2760,2.7,5.9,0.462,1299.8,True
kell_olynyk_det_22,Kelly Olynyk,DET,2022,2021-22,12195122.0,112414000.0,10.85,starter,-4.871638841281845,0,1,0,0,31.0,40,0.325,19.1,108.4,113.3,-4.9,0.214,1.91,0.116,0.561,0.207,0.105,1623,3.2,7.2,0.448,764.0,True
kell_olynyk_uta_23,Kelly Olynyk,UTA,2023,2022-23,12804878.0,123655000.0,10.36,starter,4.999999180000003,0,1,0,0,32.0,68,0.412,28.6,116.4,116.0,0.4,0.173,1.5,0.105,0.643,0.176,0.1,4080,4.1,8.2,0.499,1944.8000000000002,True
kell_oubre_was_17,Kelly Oubre,WAS,2017,2016-17,2006640.0,94143000.0,2.13,bench,,0,0,0,0,21.0,79,0.595,20.3,105.3,106.0,-0.6,0.042,0.94,0.081,0.516,0.143,0.055,3323,2.4,5.6,0.421,1603.7,True
kell_oubre_was_18,Kelly Oubre,WAS,2018,2017-18,2093040.0,99030000.0,2.11,bench,4.305705059203446,0,0,1,0,22.0,81,0.531,27.5,105.9,108.2,-2.4,0.067,1.09,0.081,0.534,0.188,0.079,4622,3.9,9.8,0.403,2227.5,True
kell_oubre_pho_20,Kelly Oubre,PHO,2020,2019-20,15625000.0,109140000.0,14.32,starter,386.9679582874934,0,0,0,0,24.0,56,0.393,34.5,110.6,110.4,0.2,0.066,1.02,0.092,0.56,0.219,0.097,4113,6.7,14.8,0.452,1932.0,True
kell_oubre_gsw_21,Kelly Oubre,GSW,2021,2020-21,14375000.0,109140000.0,13.17,starter,-7.9999999999999964,0,1,0,0,25.0,55,0.491,30.7,105.2,109.8,-4.6,0.067,1.04,0.091,0.529,0.215,0.09,3667,5.8,13.2,0.439,1688.5,True
kell_oubre_cho_22,Kelly Oubre,CHO,2022,2021-22,12000000.0,112414000.0,10.67,starter,-16.52173913043479,0,1,0,0,26.0,76,0.513,26.3,112.3,112.4,-0.2,0.063,1.25,0.071,0.56,0.223,0.086,4235,5.4,12.3,0.44,1998.8,True
kell_oubre_cho_23,Kelly Oubre,CHO,2023,2022-23,12600000.0,123655000.0,10.19,starter,5.000000000000004,0,0,0,0,27.0,48,0.333,32.2,107.6,115.3,-7.7,0.057,0.84,0.077,0.534,0.257,0.094,3275,7.4,17.1,0.431,1545.6000000000001,True
kell_oubre_phi_24,Kelly Oubre,PHI,2024,2023-24,2019706.0,136021000.0,1.48,bench,-83.9705873015873,0,1,1,0,28.0,68,0.588,30.2,114.1,114.0,0.1,0.072,1.16,0.081,0.535,0.22,0.081,4239,5.7,12.9,0.441,2053.6,True
kell_oubre_phi_25,Kelly Oubre,PHI,2025,2024-25,7983000.0,140588000.0,5.68,bench,295.2555470944781,0,0,0,0,29.0,60,0.35,34.6,110.7,116.4,-5.7,0.079,1.35,0.091,0.551,0.186,0.084,4266,5.8,12.4,0.47,2076.0,True
kell_oubre_phi_26,Kelly Oubre Jr.,PHI,2026,2025-26,8382150.0,154647000.0,5.42,bench,,0,0,0,0,30.0,50,0.54,31.5,115.3,117.2,-1.9,0.073,1.16,0.077,0.58,0.179,0.083,3291,5.1,10.9,0.467,1575.0,True
kemb_walker_cho_17,Kemba Walker,CHO,2017,2016-17,12000000.0,94143000.0,12.75,starter,,0,0,0,0,27.0,79,0.456,34.7,110.9,107.4,3.5,0.282,2.58,0.055,0.569,0.286,0.137,5502,8.1,18.3,0.444,2741.3,True
kemb_walker_cho_18,Kemba Walker,CHO,2018,2017-18,12000000.0,99030000.0,12.12,starter,0.0,0,0,0,0,28.0,80,0.45,34.2,111.3,108.0,3.3,0.264,2.48,0.044,0.572,0.267,0.131,5669,7.4,17.0,0.431,2736.0,True
kemb_walker_cho_19,Kemba Walker,CHO,2019,2018-19,12000000.0,101869000.0,11.78,starter,0.0,0,0,1,0,29.0,82,0.476,34.9,112.1,111.8,0.4,0.287,2.29,0.06,0.558,0.308,0.14,5933,8.9,20.5,0.434,2861.7999999999997,True
kemb_walker_bos_20,Kemba Walker,BOS,2020,2019-20,32742000.0,109140000.0,30.0,max,172.85,1,1,0,0,30.0,56,0.661,31.1,115.2,108.1,7.1,0.232,2.29,0.06,0.575,0.268,0.13,3634,6.8,15.9,0.425,1741.6000000000001,True
kend_nunn_mia_20,Kendrick Nunn,MIA,2020,2019-20,1416852.0,109140000.0,1.3,bench,,0,0,0,0,24.0,67,0.627,29.3,110.3,109.1,1.2,0.182,1.93,0.046,0.534,0.236,0.086,4058,6.0,13.6,0.439,1963.1000000000001,True
kend_nunn_mia_21,Kendrick Nunn,MIA,2021,2020-21,1663861.0,109140000.0,1.52,bench,17.43364868031383,0,0,1,0,25.0,56,0.554,29.5,111.1,111.6,-0.4,0.14,1.85,0.055,0.596,0.205,0.095,3355,5.7,11.8,0.485,1652.0,True
kenn_faried_den_17,Kenneth Faried,DEN,2017,2016-17,12078652.0,94143000.0,12.83,starter,,0,0,0,0,27.0,61,0.475,21.2,110.7,112.3,-1.7,0.064,0.93,0.175,0.588,0.179,0.124,2692,3.7,6.8,0.548,1293.2,True
kenn_faried_den_18,Kenneth Faried,DEN,2018,2017-18,12921348.0,99030000.0,13.05,starter,6.976738795024473,0,0,0,0,28.0,32,0.5,14.4,103.2,108.1,-5.0,0.064,0.78,0.162,0.552,0.173,0.108,950,2.4,4.6,0.514,460.8,False
kenn_faried_tot_19,Kenneth Faried,TOT,2019,2018-19,14681317.0,101869000.0,14.41,starter,13.620629983806642,0,1,0,1,29.0,37,0.568,19.7,113.7,109.6,4.1,0.043,0.61,0.164,0.622,0.194,0.124,1546,4.2,7.2,0.589,728.9,True
kenr_williams_nop_20,Kenrich Williams,NOP,2020,2019-20,1416852.0,109140000.0,1.3,bench,,0,0,1,0,25.0,39,0.308,21.3,107.4,108.5,-1.0,0.087,2.59,0.104,0.429,0.087,0.052,1788,1.3,3.8,0.347,830.7,True
kenr_williams_okc_21,Kenrich Williams,OKC,2021,2020-21,2000000.0,109140000.0,1.83,bench,41.15800379997345,0,1,0,0,26.0,66,0.318,21.6,104.8,111.1,-6.3,0.153,2.0,0.092,0.599,0.148,0.09,3073,3.3,6.2,0.533,1425.6000000000001,True
kenr_williams_okc_22,Kenrich Williams,OKC,2022,2021-22,2000000.0,112414000.0,1.78,bench,0.0,0,0,0,0,27.0,49,0.347,21.9,102.0,100.3,1.7,0.159,2.35,0.092,0.532,0.153,0.101,2211,3.0,6.5,0.461,1073.1,True
kenr_williams_okc_23,Kenrich Williams,OKC,2023,2022-23,2000000.0,123655000.0,1.62,bench,0.0,0,0,1,0,28.0,53,0.491,22.8,113.3,109.2,4.1,0.117,3.28,0.105,0.585,0.134,0.096,2546,3.4,6.5,0.517,1208.4,True
kenr_williams_okc_24,Kenrich Williams,OKC,2024,2023-24,6175000.0,136021000.0,4.54,bench,208.75,0,0,0,0,29.0,69,0.71,14.9,115.2,106.7,8.4,0.12,2.91,0.102,0.568,0.132,0.079,2155,1.9,4.1,0.468,1028.1000000000001,True
kenr_williams_okc_25,Kenrich Williams,OKC,2025,2024-25,6669000.0,140588000.0,4.74,bench,8.000000000000007,0,0,0,0,30.0,69,0.841,16.4,118.7,104.1,14.5,0.111,2.49,0.102,0.587,0.151,0.093,2379,2.5,5.1,0.483,1131.6,True
kenr_williams_okc_26,Kenrich Williams,OKC,2026,2025-26,7163000.0,154647000.0,4.63,bench,7.407407407407418,0,0,0,0,31.0,56,0.732,15.3,112.6,109.5,3.1,0.132,1.84,0.106,0.569,0.178,0.098,1792,2.5,5.3,0.473,856.8000000000001,True
kent_bazemore_atl_17,Kent Bazemore,ATL,2017,2016-17,15730338.0,94143000.0,16.71,star,,0,0,0,0,27.0,73,0.534,26.9,104.3,106.0,-1.7,0.14,1.42,0.056,0.504,0.202,0.074,4044,4.0,9.9,0.409,1963.6999999999998,True
kent_bazemore_atl_18,Kent Bazemore,ATL,2018,2017-18,16910113.0,99030000.0,17.08,star,7.499997775000122,0,0,0,0,28.0,65,0.292,27.5,104.5,108.9,-4.5,0.199,1.45,0.069,0.547,0.221,0.099,3696,4.4,10.4,0.42,1787.5,True
kent_bazemore_atl_19,Kent Bazemore,ATL,2019,2018-19,18089887.0,101869000.0,17.76,star,6.976736347060486,0,0,0,0,29.0,67,0.358,24.5,102.5,110.2,-7.7,0.144,1.26,0.072,0.507,0.215,0.083,3627,4.1,10.3,0.402,1641.5,True
kent_bazemore_gsw_21,Kent Bazemore,GSW,2021,2020-21,1620564.0,109140000.0,1.48,bench,-91.59007563287824,0,1,1,0,31.0,67,0.522,19.9,110.5,104.6,5.9,0.108,1.32,0.081,0.564,0.159,0.075,2881,2.6,5.9,0.449,1333.3,True
kent_bazemore_lal_22,Kent Bazemore,LAL,2022,2021-22,2401537.0,112414000.0,2.14,bench,48.19143211869448,0,1,0,0,32.0,39,0.41,14.0,99.8,108.7,-8.9,0.085,1.62,0.059,0.451,0.128,0.032,1171,1.2,3.6,0.324,546.0,True
kent_caldwell-pope_det_17,Kentavious Caldwell-Pope,DET,2017,2016-17,3678319.0,94143000.0,3.91,bench,,0,0,1,0,24.0,76,0.434,33.3,105.4,108.6,-3.3,0.111,2.24,0.048,0.519,0.187,0.078,5088,4.9,12.2,0.399,2530.7999999999997,True
kent_caldwell-pope_lal_18,Kentavious Caldwell-Pope,LAL,2018,2017-18,17745894.0,99030000.0,17.92,star,382.445758510885,0,1,0,0,25.0,74,0.419,33.2,106.5,107.4,-0.9,0.093,1.67,0.075,0.561,0.165,0.092,5190,4.6,10.8,0.426,2456.8,True
kent_caldwell-pope_lal_19,Kentavious Caldwell-Pope,LAL,2019,2018-19,12000000.0,101869000.0,11.78,starter,-32.37872377689172,0,0,0,0,26.0,82,0.451,24.8,106.3,110.1,-3.7,0.077,1.69,0.055,0.568,0.175,0.083,4425,4.0,9.2,0.43,2033.6000000000001,True
kent_caldwell-pope_lal_20,Kentavious Caldwell-Pope,LAL,2020,2019-20,8089282.0,109140000.0,7.41,bench,-32.58931666666667,0,0,1,0,27.0,69,0.739,25.5,110.6,107.2,3.5,0.085,1.79,0.038,0.584,0.142,0.065,3771,3.4,7.3,0.467,1759.5,True
kent_caldwell-pope_lal_21,Kentavious Caldwell-Pope,LAL,2021,2020-21,12073020.0,109140000.0,11.06,starter,49.24711488609248,0,0,0,0,28.0,67,0.582,28.4,110.5,107.3,3.3,0.091,1.92,0.048,0.588,0.139,0.07,3947,3.3,7.6,0.431,1902.8,True
kent_caldwell-pope_was_22,Kentavious Caldwell-Pope,WAS,2022,2021-22,13038862.0,112414000.0,11.6,starter,8.000003313172677,0,1,0,0,29.0,77,0.442,30.2,109.1,113.8,-4.7,0.09,1.49,0.056,0.568,0.185,0.08,4816,4.7,10.8,0.435,2325.4,True
kent_caldwell-pope_den_23,Kentavious Caldwell-Pope,DEN,2023,2022-23,14004703.0,123655000.0,11.33,starter,7.407402578537914,0,1,0,0,30.0,76,0.671,31.3,121.4,111.5,9.8,0.092,2.13,0.046,0.598,0.136,0.066,4992,3.8,8.3,0.462,2378.8,True
kent_caldwell-pope_den_24,Kentavious Caldwell-Pope,DEN,2024,2023-24,14704938.0,136021000.0,10.81,starter,4.999998928931237,0,0,1,0,31.0,76,0.711,31.6,122.4,111.0,11.3,0.09,2.44,0.039,0.602,0.126,0.061,4910,3.6,7.7,0.46,2401.6,True
kent_caldwell-pope_mem_26,Kentavious Caldwell-Pope,MEM,2026,2025-26,21621500.0,154647000.0,13.98,starter,-4.989673507052772,0,1,0,0,33.0,51,0.392,21.3,110.8,115.3,-4.5,0.181,2.28,0.054,0.533,0.173,0.083,2314,2.9,7.2,0.41,1086.3,True
keon_ellis_sac_25,Keon Ellis,SAC,2025,2024-25,2120693.0,140588000.0,1.51,bench,,0,0,0,0,25.0,80,0.488,24.4,116.1,113.2,3.0,0.08,1.69,0.055,0.664,0.125,0.073,3997,2.8,5.8,0.489,1952.0,True
keon_johnson_por_23,Keon Johnson,POR,2023,2022-23,2681040.0,123655000.0,2.17,bench,5.005404897306942,0,0,0,0,21.0,40,0.325,10.4,103.2,119.3,-16.2,0.226,1.37,0.054,0.482,0.237,0.059,887,1.7,4.5,0.376,416.0,False
keon_johnson_brk_25,Keon Johnson,BRK,2025,2024-25,2162606.0,140588000.0,1.54,bench,-23.00385940926828,0,1,0,0,23.0,79,0.316,24.4,104.1,114.4,-10.3,0.148,1.51,0.076,0.499,0.212,0.07,3954,3.8,9.9,0.389,1927.6,True
kevi_durant_gsw_17,Kevin Durant,GSW,2017,2016-17,26540100.0,94143000.0,28.19,max,,1,0,0,0,28.0,62,0.823,33.4,118.0,102.3,15.7,0.218,2.17,0.122,0.651,0.271,0.186,4444,8.9,16.5,0.537,2070.7999999999997,True
kevi_durant_gsw_18,Kevin Durant,GSW,2018,2017-18,25000000.0,99030000.0,25.24,max,-5.8029170952633935,1,0,0,0,29.0,68,0.721,34.2,115.9,108.9,7.0,0.243,1.77,0.099,0.64,0.293,0.168,4954,9.3,18.0,0.516,2325.6000000000004,True
kevi_durant_gsw_19,Kevin Durant,GSW,2019,2018-19,30000000.0,101869000.0,29.45,max,19.999999999999996,1,0,1,0,30.0,78,0.692,34.6,118.7,107.3,11.4,0.251,2.03,0.088,0.631,0.283,0.162,5813,9.2,17.7,0.521,2698.8,True
kevi_durant_brk_21,Kevin Durant,BRK,2021,2020-21,39058950.0,109140000.0,35.79,max,5.000000000000004,1,0,0,0,32.0,35,0.657,33.1,121.7,111.1,10.7,0.252,1.63,0.105,0.666,0.303,0.172,2489,9.3,17.2,0.537,1158.5,True
kevi_durant_brk_22,Kevin Durant,BRK,2022,2021-22,40918900.0,112414000.0,36.4,max,4.761904761904767,1,0,0,0,33.0,55,0.655,37.2,116.2,109.7,6.5,0.274,1.84,0.097,0.634,0.31,0.18,4311,10.5,20.3,0.518,2046.0000000000002,True
kevi_durant_pho_24,Kevin Durant,PHO,2024,2023-24,47649433.0,136021000.0,35.03,max,8.000000906621496,1,0,0,0,35.0,75,0.587,37.2,118.1,113.3,4.8,0.213,1.55,0.089,0.626,0.283,0.148,5832,10.0,19.1,0.523,2790.0,True
kevi_durant_pho_25,Kevin Durant,PHO,2025,2024-25,51179021.0,140588000.0,36.4,max,7.407408184689213,1,0,0,0,36.0,62,0.532,36.5,116.5,117.4,-1.0,0.188,1.38,0.084,0.642,0.283,0.142,4697,9.5,18.1,0.527,2263.0,True
kevi_durant_hou_26,Kevin Durant,HOU,2026,2025-26,54708609.0,154647000.0,35.38,max,6.896552397905387,1,1,0,0,37.0,78,0.615,36.4,117.9,112.4,5.5,0.203,1.51,0.073,0.641,0.263,0.15,5816,9.2,17.6,0.52,2839.2,True
kevi_huerter_atl_19,Kevin Huerter,ATL,2019,2018-19,2250960.0,101869000.0,2.21,bench,,0,0,0,0,20.0,75,0.36,27.3,109.3,111.6,-2.2,0.139,1.96,0.056,0.533,0.153,0.065,4498,3.7,8.8,0.419,2047.5,True
kevi_huerter_atl_20,Kevin Huerter,ATL,2020,2019-20,2636280.0,109140000.0,2.42,bench,17.11802964068665,0,0,0,0,21.0,56,0.339,31.4,107.5,113.6,-6.1,0.171,2.45,0.062,0.536,0.169,0.078,3814,4.5,10.9,0.413,1758.3999999999999,True
kevi_huerter_atl_21,Kevin Huerter,ATL,2021,2020-21,2761920.0,109140000.0,2.53,bench,4.765806363512226,0,0,1,0,22.0,69,0.58,30.8,113.2,111.6,1.7,0.161,3.05,0.053,0.541,0.167,0.077,4406,4.6,10.6,0.432,2125.2000000000003,True
kevi_huerter_atl_22,Kevin Huerter,ATL,2022,2021-22,4253357.0,112414000.0,3.78,bench,54.000007241339354,0,0,1,0,23.0,74,0.541,29.6,116.4,112.5,3.8,0.125,2.23,0.056,0.57,0.169,0.072,4570,4.7,10.3,0.454,2190.4,True
kevi_huerter_sac_23,Kevin Huerter,SAC,2023,2022-23,14508929.0,123655000.0,11.73,starter,241.11712231068307,0,1,0,0,24.0,75,0.587,29.4,121.0,116.6,4.5,0.137,2.28,0.06,0.617,0.197,0.091,4614,5.6,11.5,0.485,2205.0,True
kevi_huerter_sac_24,Kevin Huerter,SAC,2024,2023-24,15669643.0,136021000.0,11.52,starter,7.999997794461611,0,0,0,0,25.0,64,0.578,24.4,117.5,115.0,2.5,0.138,3.13,0.073,0.564,0.173,0.077,3286,3.9,8.8,0.443,1561.6,True
kevi_knox_nyk_19,Kevin Knox,NYK,2019,2018-19,3739920.0,101869000.0,3.67,bench,,0,0,0,0,19.0,75,0.2,28.8,101.4,115.1,-13.7,0.06,0.72,0.071,0.475,0.219,0.055,4574,4.5,12.2,0.37,2160.0,True
kevi_knox_nyk_20,Kevin Knox,NYK,2020,2019-20,4380120.0,109140000.0,4.01,bench,17.1180132195341,0,0,0,0,20.0,65,0.323,17.9,101.3,108.6,-7.3,0.076,1.36,0.072,0.47,0.172,0.056,2486,2.2,6.2,0.359,1163.5,True
kevi_knox_nyk_21,Kevin Knox,NYK,2021,2020-21,4588680.0,109140000.0,4.2,bench,4.761513383194971,0,0,1,0,21.0,42,0.619,11.1,101.1,104.7,-3.5,0.064,1.12,0.06,0.537,0.152,0.065,962,1.3,3.4,0.392,466.2,False
kevi_love_cle_17,Kevin Love,CLE,2017,2016-17,21165675.0,94143000.0,22.48,star,,0,0,0,0,28.0,60,0.667,31.4,115.5,107.1,8.4,0.093,0.95,0.172,0.573,0.253,0.148,3861,6.2,14.5,0.427,1884.0,True
kevi_love_cle_18,Kevin Love,CLE,2018,2017-18,22642350.0,99030000.0,22.86,star,6.976744186046502,0,0,0,0,29.0,59,0.627,28.0,112.7,111.3,1.4,0.099,1.14,0.172,0.614,0.248,0.15,3410,5.7,12.4,0.458,1652.0,True
